         423826 function calls (410833 primitive calls) in 1.550 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      337    0.000    0.000    0.000    0.000 _tensor_docs.py:8(add_docstr_all)
      467    0.000    0.000    0.000    0.000 deprecation.py:7(_deprecated)
       32    0.000    0.000    0.001    0.000 traitlets.py:2275(__init__)
        1    0.000    0.000    0.000    0.000 ansi_escape_sequences.py:4(<module>)
        1    0.000    0.000    0.024    0.024 named_commands.py:5(<module>)
       17    0.000    0.000    0.000    0.000 ntpath.py:75(join)
       16    0.000    0.000    0.001    0.000 _version.py:55(__init__)
       72    0.000    0.000    0.000    0.000 argparse.py:622(_iter_indented_subactions)
      286    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       82    0.000    0.000    0.000    0.000 token.py:25(__init__)
        2    0.000    0.000    0.004    0.002 _backend.py:1(<module>)
        1    0.000    0.000    0.009    0.009 serialization.py:1(<module>)
        1    0.000    0.000    0.039    0.039 request.py:68(<module>)
        1    0.000    0.000    0.000    0.000 token.py:10(<module>)
        2    0.000    0.000    0.002    0.001 _compatibility.py:4(<module>)
       12    0.000    0.000    0.003    0.000 enum.py:389(_create_)
        1    0.000    0.000    0.000    0.000 contextlib.py:71(inner)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:24(<module>)
        5    0.000    0.000    0.193    0.039 __init__.py:15(<module>)
       53    0.000    0.000    0.001    0.000 arguments.py:111(_parse_argument_clinic)
      414    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.038    0.038 defaults.py:6(<module>)
        1    0.000    0.000    0.007    0.007 _process_win32.py:4(<module>)
      212    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
      256    0.000    0.000    0.001    0.000 typing.py:629(<genexpr>)
        6    0.000    0.000    0.001    0.000 tokenize.py:350(detect_encoding)
       23    0.000    0.000    0.001    0.000 typing.py:819(__class_getitem__)
        1    0.000    0.000    0.001    0.001 buffer.py:170(Buffer)
        3    0.000    0.000    0.000    0.000 _six.py:71(__new__)
      215    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.007    0.007 ssl.py:91(<module>)
      235    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       92    0.000    0.000    0.000    0.000 argparse.py:581(format)
        1    0.000    0.000    0.000    0.000 wintypes.py:155(WIN32_FIND_DATAW)
      358    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
    33/11    0.000    0.000    0.007    0.001 argparse.py:210(format_help)
        4    0.000    0.000    0.022    0.006 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1024(_Unpickler)
       26    0.000    0.000    0.002    0.000 _backend.py:102(generate_multimethod)
        5    0.000    0.000    0.016    0.003 base.py:3(<module>)
        1    0.000    0.000    0.004    0.004 _add_newdocs.py:10(<module>)
       35    0.000    0.000    0.000    0.000 enum.py:64(__init__)
        4    0.000    0.000    0.000    0.000 _compatibility.py:315(use_metaclass)
       22    0.000    0.000    0.000    0.000 gettext.py:211(_expand_lang)
        1    0.000    0.000    0.003    0.003 prompt.py:26(<module>)
        1    0.000    0.000    0.003    0.003 scimath.py:17(<module>)
       10    0.000    0.000    0.000    0.000 ipstruct.py:41(__init__)
        1    0.000    0.000    0.002    0.002 async_generator.py:3(<module>)
        1    0.000    0.000    0.004    0.004 defchararray.py:17(<module>)
        2    0.000    0.000    0.011    0.005 path.py:4(<module>)
       22    0.000    0.000    0.000    0.000 argparse.py:1554(__init__)
      402    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       19    0.000    0.000    0.001    0.000 textwrap.py:414(dedent)
       31    0.000    0.000    0.000    0.000 inspect.py:484(unwrap)
       35    0.000    0.000    0.003    0.000 textwrap.py:368(wrap)
      845    0.000    0.000    0.000    0.000 inspect.py:2521(default)
        1    0.000    0.000    0.000    0.000 constraints.py:21(<module>)
      566    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 datetime.py:473(__new__)
      298    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.004    0.004 numerictypes.py:81(<module>)
        1    0.000    0.000    0.015    0.015 containers.py:4(<module>)
       16    0.000    0.000    0.000    0.000 ntpath.py:178(split)
       37    0.000    0.000    0.003    0.000 magic_arguments.py:228(add_to_parser)
        1    0.000    0.000    0.059    0.059 __init__.py:219(<module>)
        1    0.000    0.000    0.005    0.005 vi.py:2(<module>)
       11    0.000    0.000    0.013    0.001 magic_arguments.py:139(construct_parser)
       11    0.000    0.000    0.002    0.000 argparse.py:295(_format_usage)
        1    0.000    0.000    0.000    0.000 lexer.py:209(DelegatingLexer)
        1    0.000    0.000    0.008    0.008 execution.py:2(<module>)
        2    0.000    0.000    0.008    0.004 display.py:2(<module>)
       12    0.000    0.000    0.004    0.000 enum.py:633(_convert)
        1    0.000    0.000    0.000    0.000 tempfile.py:24(<module>)
      128    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       22    0.000    0.000    0.001    0.000 gettext.py:514(translation)
        1    0.000    0.000    0.001    0.001 prompt.py:220(PromptSession)
        4    0.000    0.000    0.010    0.003 linear.py:1(<module>)
        9    0.000    0.000    0.000    0.000 enum.py:872(_decompose)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
      128    0.000    0.000    0.000    0.000 typing.py:479(__hash__)
        1    0.000    0.000    0.010    0.010 traitlets.py:35(<module>)
        9    0.000    0.000    0.000    0.000 enum.py:890(<listcomp>)
        1    0.000    0.000    0.023    0.023 index_tricks.py:1(<module>)
       39    0.000    0.000    0.001    0.000 typing.py:445(__init__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.038    0.038 oinspect.py:8(<module>)
        1    0.000    0.000    0.002    0.002 frontend.py:1(<module>)
    33/11    0.000    0.000    0.007    0.001 argparse.py:215(<listcomp>)
        1    0.000    0.000    0.001    0.001 formatters.py:4(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:316(getmembers)
      267    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
       35    0.000    0.000    0.004    0.000 argparse.py:632(_split_lines)
        2    0.000    0.000    0.001    0.000 distributed.py:1(<module>)
        1    0.000    0.000    0.004    0.004 hmac.py:4(<module>)
        1    0.000    0.000    0.001    0.001 random.py:38(<module>)
       35    0.000    0.000    0.000    0.000 traitlets.py:762(observe)
        1    0.000    0.000    0.110    0.110 completer.py:103(<module>)
        1    0.000    0.000    0.006    0.006 dbapi2.py:23(<module>)
        1    0.000    0.000    0.013    0.013 npyio.py:1(<module>)
        1    0.000    0.000    0.008    0.008 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 loss.py:1(<module>)
        3    0.000    0.000    0.013    0.004 __init__.py:8(<module>)
        2    0.000    0.000    0.002    0.001 context.py:1(<module>)
      170    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 minidom.py:470(NamedNodeMap)
        1    0.000    0.000    0.019    0.019 application.py:2(<module>)
        1    0.000    0.000    0.004    0.004 pdb.py:66(<module>)
        1    0.000    0.000    0.000    0.000 transformer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:1(<module>)
       11    0.000    0.000    0.008    0.001 argparse.py:2444(format_help)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.001    0.001 twodim_base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 python.py:28(PythonLexer)
        1    0.000    0.000    0.004    0.004 key_bindings.py:36(<module>)
       22    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
        1    0.000    0.000    0.001    0.001 my_exceptions.py:104(_mk_common_exceptions)
        1    0.000    0.000    0.103    0.103 application.py:10(<module>)
        2    0.000    0.000    0.001    0.000 menus.py:1(<module>)
        1    0.000    0.000    0.003    0.003 names.py:1(<module>)
       37    0.000    0.000    0.000    0.000 argparse.py:1385(_add_action)
       29    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        4    0.000    0.000    0.000    0.000 __init__.py:1427(__init__)
        2    0.000    0.000    0.002    0.001 util.py:10(<module>)
      239    0.000    0.000    0.000    0.000 decorator.py:215(<genexpr>)
        2    0.000    0.000    0.002    0.001 cache.py:1(<module>)
        1    0.000    0.000    0.002    0.002 style_transformation.py:11(<module>)
        1    0.000    0.000    0.000    0.000 python.py:692(CythonLexer)
       24    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.001    0.001 stdlib.py:11(<module>)
       27    0.000    0.000    0.000    0.000 typing.py:680(__mro_entries__)
       21    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 __init__.py:239(_sanity_check)
        7    0.000    0.000    0.000    0.000 getlimits.py:497(__init__)
       79    0.000    0.000    0.000    0.000 traitlets.py:181(is_trait)
        1    0.000    0.000    0.002    0.002 errors.py:2(<module>)
       35    0.000    0.000    0.001    0.000 textwrap.py:336(_split_chunks)
        3    0.000    0.000    0.007    0.002 rnn.py:1(<module>)
      182    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
      264    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 subprocess.py:633(Popen)
        1    0.000    0.000    0.012    0.012 memory.py:5(<module>)
        1    0.000    0.000    0.003    0.003 inspect.py:27(<module>)
       98    0.000    0.000    0.000    0.000 argparse.py:290(_join_parts)
        1    0.000    0.000    0.001    0.001 arrayprint.py:5(<module>)
        2    0.000    0.000    0.002    0.001 function.py:1(<module>)
        1    0.000    0.000    0.005    0.005 pathlib.py:1(<module>)
        1    0.000    0.000    0.004    0.004 pickle.py:24(<module>)
       37    0.000    0.000    0.000    0.000 argparse.py:1576(_add_action)
        1    0.000    0.000    0.002    0.002 base.py:14(<module>)
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(__init__)
       35    0.000    0.000    0.000    0.000 enum.py:152(<dictcomp>)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
        1    0.000    0.000    0.000    0.000 pydoc.py:1696(Helper)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.002    0.002 code.py:2(<module>)
        1    0.000    0.000    0.054    0.054 ipapp.py:6(<module>)
        1    0.000    0.000    0.004    0.004 _pocketfft.py:29(<module>)
        4    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:370(<dictcomp>)
        1    0.000    0.000    0.001    0.001 py3compat.py:5(<module>)
        1    0.000    0.000    0.003    0.003 minidom.py:16(<module>)
       14    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.001    0.001 pretty.py:79(<module>)
       54    0.000    0.000    0.000    0.000 enum.py:907(_power_of_two)
       19    0.000    0.000    0.000    0.000 cache.py:133(memoize_method)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
        1    0.000    0.000    0.000    0.000 zipfile.py:5(<module>)
       26    0.000    0.000    0.002    0.000 _basic.py:16(_dispatch)
        1    0.000    0.000    0.001    0.001 datetime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:115(_add_aliases)
        4    0.000    0.000    0.000    0.000 util.py:381(wrapper)
      245    0.000    0.000    0.000    0.000 __init__.py:388(<genexpr>)
       59    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       19    0.000    0.000    0.000    0.000 traitlets.py:1862(__init__)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1482(_guarded_repr_or_str)
        1    0.000    0.000    0.018    0.018 __init__.py:151(<module>)
       92    0.000    0.000    0.000    0.000 argparse.py:572(_metavar_formatter)
        1    0.000    0.000    0.021    0.021 base_events.py:14(<module>)
        1    0.000    0.000    0.000    0.000 digraphs.py:9(<module>)
        1    0.000    0.000    0.000    0.000 uniform.py:9(Uniform)
        1    0.000    0.000    0.006    0.006 __init__.py:41(<module>)
       16    0.000    0.000    0.000    0.000 traitlets.py:2468(__init__)
        1    0.000    0.000    0.000    0.000 reductions.py:346(init_reductions)
        1    0.000    0.000    0.003    0.003 tokenize.py:11(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:75(__call__)
        1    0.000    0.000    0.001    0.001 application.py:102(BaseIPythonApplication)
        1    0.000    0.000    0.009    0.009 __init__.py:18(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
      124    0.000    0.000    0.000    0.000 __init__.py:592(<listcomp>)
        1    0.000    0.000    0.000    0.000 format.py:163(<module>)
       70    0.000    0.000    0.000    0.000 argparse.py:204(__init__)
        1    0.000    0.000    0.114    0.114 debugger.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.011    0.011 __init__.py:45(<module>)
        1    0.000    0.000    0.009    0.009 dialogs.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _tensor_docs.py:1(<module>)
       58    0.000    0.000    0.000    0.000 traitlets.py:904(__call__)
        1    0.000    0.000    0.026    0.026 basic.py:2(<module>)
        1    0.000    0.000    0.003    0.003 base.py:9(<module>)
        3    0.000    0.000    0.000    0.000 tokenize.py:132(_all_string_prefixes)
        1    0.000    0.000    0.000    0.000 base_events.py:357(BaseEventLoop)
        1    0.000    0.000    0.000    0.000 document.py:74(Document)
        1    0.000    0.000    0.000    0.000 _asarray.py:5(<module>)
      438    0.000    0.000    0.000    0.000 inspect.py:2529(kind)
       19    0.000    0.000    0.000    0.000 _add_newdocs.py:6738(add_newdoc_for_scalar_type)
        1    0.000    0.000    0.000    0.000 linear.py:33(Linear)
        1    0.000    0.000    0.011    0.011 history.py:1(<module>)
      196    0.000    0.000    0.000    0.000 enum.py:628(value)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:22(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6665(getdoc)
      245    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.046    0.046 ultratb.py:81(<module>)
        1    0.000    0.000    0.001    0.001 application.py:120(Application)
